annual_income,total_debt,credit_score,on_time_pct,credit_utilization,history_years,delinquencies,creditworthy
470510.01,72021.1,667,56.92,5.85,6.1,1,0
743190.04,197101.7,610,79.27,45.31,5.6,2,1
721646.59,287294.35,709,84.18,1.15,11.8,0,1
619298.57,122912.48,742,76.37,41.33,14.9,1,1
577299.63,146460.23,710,91.07,48.43,6.4,0,1
762014.56,81017.79,556,87.2,2.5,1.4,0,1
744631.32,86937.64,658,89.71,21.01,8.9,0,1
388847.85,49366.94,567,73.2,3.9,4.3,0,1
1180062.01,212603.67,658,81.86,16.19,3.3,0,1
406024.54,135762.95,568,81.75,30.49,16.3,0,0
639895.35,199079.99,764,85.83,19.33,7.3,0,1
610987.46,68508.65,720,62.41,41.52,4.1,0,1
904250.92,279698.07,753,62.28,14.44,6.6,1,1
204543.85,46306.62,744,82.42,48.52,6.4,0,1
1244875.26,129469.04,625,79.33,37.93,17.2,1,0
485923.16,137788.89,611,92.86,2.98,3.9,0,1
1516594.59,248250.18,806,86.45,80.46,4.0,0,1
547490.86,98915.05,635,72.56,45.75,14.0,0,1
708350.18,190394.68,528,90.89,25.47,23.0,0,1
2299659.49,333928.1,740,47.11,41.09,5.6,0,1
617600.49,101857.14,662,55.46,44.17,2.0,1,0
1533878.31,53866.4,785,93.37,27.64,6.3,0,0
746706.18,48127.0,671,98.59,25.31,16.1,0,1
935888.19,258449.38,648,92.58,41.37,5.8,0,1
760685.4,147673.62,787,95.18,20.88,8.8,1,1
1213125.9,628096.15,511,84.34,50.34,9.0,0,0
483439.29,205195.16,597,95.01,30.94,5.2,0,0
404161.93,29048.17,570,49.0,14.8,4.8,0,0
497253.03,75933.71,452,73.21,15.04,10.3,0,0
774386.38,182074.0,728,77.06,48.28,4.4,0,1
638903.52,199019.11,599,65.18,43.38,1.7,0,0
1117008.77,25403.6,731,82.53,32.25,28.7,1,1
1595725.45,146807.3,685,94.3,55.13,5.3,1,1
406157.79,36083.79,704,79.83,18.69,3.8,0,1
469597.27,97689.01,609,71.05,43.01,11.5,0,1
308123.62,125136.47,581,86.24,36.48,17.4,2,0
2466285.66,298382.08,658,84.76,46.05,6.3,0,1
875720.01,249975.29,732,55.24,21.89,13.5,0,1
972749.03,349793.46,645,79.48,11.95,5.1,3,0
326398.72,108960.4,586,60.71,62.99,1.7,0,0
728904.5,125496.35,542,58.55,29.22,9.4,0,0
990087.69,190583.86,668,67.45,53.35,7.9,0,0
626776.56,288282.06,600,95.08,26.27,2.7,0,1
1390846.86,672659.81,643,93.69,30.77,2.9,0,1
2920013.14,357723.6,628,76.24,28.31,5.7,0,0
413231.11,70964.81,610,83.68,11.54,13.0,0,1
395042.11,12249.03,676,95.31,31.7,5.4,0,1
430777.23,35532.18,699,94.01,53.37,9.4,0,1
1912113.05,565726.24,826,72.75,25.81,14.8,0,1
1363292.37,78642.24,718,75.92,21.17,13.4,0,1
672450.18,72380.47,793,93.67,51.17,12.3,0,1
745593.48,161541.72,576,91.94,6.49,26.4,1,0
446892.71,103453.79,505,91.02,33.51,8.7,0,0
1244216.15,265226.64,648,71.28,47.59,26.5,2,1
580740.28,79727.05,727,95.64,31.22,4.5,1,0
624030.22,231342.12,713,52.47,42.09,2.5,1,0
1051022.3,210189.43,759,91.01,66.16,4.8,0,1
651611.0,56828.88,421,79.23,13.15,12.4,1,0
633503.25,34071.28,762,61.43,46.89,15.8,2,0
734059.32,253389.4,680,75.93,10.58,2.8,1,0
1175510.7,365058.28,511,81.17,29.01,9.1,0,0
1958904.3,462597.81,715,70.28,8.02,6.4,0,1
1036429.03,333078.43,665,94.19,14.68,1.4,0,1
1181137.52,275156.86,684,98.05,64.08,5.2,0,1
646990.94,99304.09,739,82.74,22.09,8.4,0,1
477023.62,62090.92,688,67.36,63.85,3.7,0,1
1079913.75,363096.85,517,74.86,37.42,11.0,1,0
808345.22,187138.0,637,57.35,11.86,9.1,0,0
310650.2,61666.95,504,86.26,59.85,8.5,1,0
599084.67,61807.27,708,59.65,32.33,3.6,0,1
694023.98,173983.6,775,68.24,67.8,7.5,1,1
536984.91,34916.19,538,75.09,38.11,3.3,1,0
1774521.48,191773.01,589,68.31,57.91,4.3,0,0
972770.46,535300.37,570,57.12,47.74,9.7,0,0
1662619.54,792437.07,609,86.97,24.3,25.3,0,1
854314.91,17460.64,687,74.25,13.48,2.4,1,1
765919.77,276922.5,610,82.22,13.69,7.3,0,1
415833.95,145455.12,708,95.48,44.43,7.0,0,1
734656.06,219130.61,745,78.26,74.23,8.4,0,1
735151.85,234948.22,749,84.15,26.12,10.1,0,1
321171.87,59720.93,549,87.7,12.05,6.1,0,1
527700.16,146632.65,774,73.52,40.86,13.3,0,1
600807.85,5680.52,781,83.15,31.09,7.4,0,1
934799.85,140039.3,789,93.06,55.95,5.5,3,1
962038.81,156319.38,635,87.19,68.34,13.5,0,1
514632.8,242843.49,582,94.93,59.49,6.5,1,0
966389.04,229599.28,561,73.79,44.06,12.4,0,0
653928.07,254037.29,550,86.3,10.17,13.8,0,1
200000.0,54376.43,651,74.75,14.25,7.2,0,1
545347.66,106712.83,726,97.19,31.23,1.9,0,1
1393589.27,182276.74,767,76.83,26.81,9.4,2,1
265910.89,48251.97,606,75.82,32.12,16.1,0,0
780441.23,206379.36,646,90.14,59.04,9.0,0,1
1888241.87,753857.26,640,82.63,39.72,11.6,0,1
462144.19,195458.29,592,84.9,14.17,5.3,2,0
730357.52,243630.17,716,74.68,31.97,8.3,0,0
333564.07,82973.67,682,52.56,59.57,8.0,0,0
1936395.25,348278.98,662,62.97,28.82,8.5,0,1
693842.61,172319.43,682,70.62,6.81,13.2,0,1
750110.72,144856.36,705,84.8,5.68,1.6,0,1
1643897.13,395774.61,704,66.76,21.42,3.9,0,1
1084779.22,186461.25,574,90.19,56.47,15.3,1,0
431327.42,26043.31,730,87.57,10.81,9.2,1,1
494663.62,16409.12,672,54.22,14.22,14.0,0,1
981619.25,189073.34,610,71.42,17.6,6.6,1,0
501584.5,124496.79,671,52.83,10.32,9.5,0,0
204772.32,19473.57,681,82.5,54.83,9.4,0,1
706483.78,52964.18,747,92.77,29.08,13.7,0,1
300100.41,156088.71,555,67.91,36.68,4.1,0,0
1923715.54,112513.3,769,75.57,22.0,13.4,2,1
811039.94,379148.36,652,82.17,47.46,3.9,0,0
423748.32,36056.75,604,85.81,9.37,20.2,0,1
479654.13,161243.11,601,84.19,55.13,4.7,0,0
234769.97,40800.92,559,82.93,32.85,13.5,1,1
377121.56,89210.91,493,67.23,38.16,9.3,0,0
1342164.17,176901.41,710,70.19,42.22,18.3,0,1
2783088.07,1152859.9,828,70.84,17.69,7.7,3,1
1127866.0,210279.33,504,80.69,70.55,7.2,0,0
690226.08,299425.5,564,84.21,33.67,6.9,0,0
562881.48,96750.55,717,97.37,54.51,7.1,1,1
410898.91,11340.73,645,97.79,28.52,9.2,1,1
2510166.24,466747.82,725,83.86,70.61,15.9,1,1
651316.37,108295.14,640,82.72,61.08,11.0,0,0
2595728.84,387169.86,597,70.37,61.42,8.9,0,0
1683039.1,67916.68,629,92.52,33.27,7.9,0,1
256663.75,45439.82,435,83.24,33.69,16.2,1,0
489152.0,83882.82,547,66.47,40.03,11.6,0,0
488245.16,165827.25,735,85.49,21.82,11.1,0,1
695295.48,286261.93,757,84.83,20.82,13.7,0,0
703491.76,178905.73,776,79.68,29.18,10.3,0,1
4402765.65,520505.47,689,90.88,33.56,5.7,0,1
382186.23,99247.33,446,65.11,21.15,8.1,0,0
836834.8,345195.92,592,94.02,56.92,25.3,0,1
1055900.64,61570.28,769,63.94,27.38,6.0,0,0
728728.71,132171.77,796,77.31,20.46,5.1,0,1
779266.48,199128.28,772,76.57,50.55,4.2,2,1
389693.05,56543.46,628,93.52,54.66,5.2,0,1
777541.05,86331.08,532,64.26,8.68,15.9,0,0
991366.33,241380.08,646,60.43,44.42,5.5,0,0
887852.01,335075.23,651,91.26,14.44,21.0,1,0
1026967.19,183246.15,790,71.1,31.0,9.2,2,1
1702425.81,207042.89,670,81.32,13.92,14.4,1,1
1279755.91,350295.51,651,78.73,59.65,2.8,2,0
761295.43,185465.71,656,95.29,21.99,3.7,0,1
361112.56,70025.18,685,85.24,59.49,17.0,0,1
508894.92,105531.87,706,86.02,51.19,5.0,0,0
639358.95,89510.78,584,92.26,11.49,4.5,0,0
848654.56,119871.27,554,90.37,52.72,18.3,0,0
547435.73,110136.78,773,93.27,10.6,14.7,0,1
416049.73,61508.4,502,69.86,49.15,10.3,1,0
357567.98,160504.69,797,73.89,42.9,7.0,1,1
270842.66,159436.14,478,62.12,12.63,19.2,0,0
633509.06,253210.84,597,68.9,11.9,10.2,0,0
302005.57,35941.3,737,82.55,45.36,10.9,2,0
400185.95,81499.13,650,75.41,10.63,6.3,0,1
575882.47,111923.1,531,81.33,32.64,9.5,0,0
327240.16,52213.91,688,48.36,18.28,6.7,0,1
916072.98,348364.47,656,67.62,48.33,10.5,0,1
1137261.61,183123.55,630,80.7,5.54,22.2,0,1
524575.05,11152.24,593,85.75,11.06,6.5,0,1
561172.5,59299.75,646,84.89,19.8,6.4,0,1
1006971.49,270788.49,597,80.98,45.07,8.5,0,0
475253.18,91075.89,869,90.13,31.69,6.7,0,1
456050.88,128006.31,628,98.05,47.33,6.6,0,0
1495392.22,132220.22,616,88.88,78.81,5.4,4,0
1239864.48,279191.69,601,91.93,29.05,10.7,0,1
1046466.7,240425.78,809,58.33,25.99,5.8,0,0
1271091.8,82487.56,502,87.42,69.98,15.4,1,0
222711.56,41287.96,682,80.53,57.05,3.6,2,0
1643438.63,802955.86,628,84.76,9.57,6.1,0,1
922864.1,152245.85,521,76.84,47.03,5.2,0,1
1337708.76,170517.05,576,89.88,42.67,5.7,0,1
920154.68,105328.04,678,91.38,46.44,10.2,1,1
751145.68,155713.75,572,91.23,4.47,6.6,0,1
618352.82,166339.69,673,74.0,44.74,8.3,1,0
909169.32,306013.74,805,78.92,45.23,4.3,1,1
604980.35,109851.26,665,63.36,29.19,8.5,0,1
1227789.14,430179.24,519,84.3,11.03,10.2,0,1
281567.09,60557.84,573,86.75,15.41,10.6,1,0
527051.99,124841.3,624,89.98,10.23,12.4,0,1
2487761.7,370763.25,618,64.07,51.62,13.1,0,1
500995.16,221651.49,663,70.74,11.7,5.2,0,0
632091.71,222112.08,678,80.92,44.82,6.4,0,0
429531.96,158601.99,805,94.37,35.72,13.0,2,1
892255.14,248246.24,649,94.46,22.76,2.4,0,1
468945.14,47180.59,546,91.78,34.17,9.8,0,1
652543.73,182178.75,753,94.3,8.48,20.9,0,1
1213864.85,192007.67,763,75.62,6.31,4.2,0,1
479616.42,74636.13,670,38.78,22.83,8.8,0,0
1170763.52,100234.54,627,65.98,34.54,1.9,0,1
1194618.67,363833.26,706,70.5,43.23,15.6,0,1
1373638.56,178791.5,631,92.84,24.72,5.6,0,1
793591.88,29773.57,464,91.09,28.95,14.5,1,0
5000000.0,648372.83,700,90.28,5.1,8.7,0,1
1373290.47,286196.77,730,83.21,34.1,13.1,0,1
886402.64,126889.74,779,81.32,19.03,2.8,0,1
431250.91,127243.47,584,90.0,74.18,9.8,0,0
688151.66,256619.69,670,92.23,27.2,5.1,0,1
1716497.07,223739.71,672,84.91,67.15,14.8,0,1
2034418.87,533071.89,657,81.02,22.4,8.2,0,1
1770898.25,422469.6,660,75.77,40.19,11.9,1,1
1168364.4,311673.56,653,71.3,10.57,2.1,4,1
343383.74,48863.9,669,82.16,17.15,1.6,2,0
977053.89,41477.69,716,93.94,32.35,12.4,0,1
346333.88,132555.35,759,84.99,58.49,11.9,2,0
298796.28,45677.64,581,50.37,19.83,4.2,0,0
841966.25,361695.19,634,56.37,27.22,7.7,0,0
998410.38,286304.37,611,95.32,32.41,11.7,0,1
1254222.3,168563.5,599,91.11,42.29,14.0,0,1
982918.75,371282.12,504,68.84,32.77,9.6,0,0
1003446.96,248578.26,652,94.74,16.08,10.2,1,1
404015.47,168306.58,693,70.04,59.87,17.9,0,0
684890.32,207729.91,636,60.13,1.76,3.7,1,0
295294.94,61702.9,649,84.53,79.85,5.5,0,0
219252.33,45471.81,687,77.79,33.49,12.3,0,1
1137548.0,183824.73,777,90.26,72.28,3.9,0,1
464225.34,189648.4,612,71.14,36.48,11.2,1,0
1231199.06,316314.43,544,89.59,62.79,11.6,0,0
1418355.34,120136.46,641,81.55,76.92,2.8,1,0
503032.27,153154.42,819,76.6,31.83,3.6,0,1
1039433.76,243165.17,545,74.66,47.11,10.6,0,1
490561.51,133642.27,708,90.69,51.26,4.9,0,1
240980.83,39183.61,754,54.69,24.46,9.7,0,1
785429.23,85537.48,437,52.33,49.2,19.7,1,0
549891.17,172454.63,686,67.31,35.65,9.6,0,1
560142.56,204284.85,704,70.4,73.24,6.8,0,0
2386183.7,342451.95,625,94.57,41.27,8.9,0,1
291993.2,95777.78,591,54.92,21.51,6.7,2,0
917788.89,220042.99,596,78.29,34.66,7.2,1,0
401561.37,186373.85,620,92.41,71.53,9.2,0,1
1257903.3,181866.81,622,90.14,14.83,30.0,3,1
872448.36,400556.28,605,84.14,30.29,15.0,0,1
915848.84,142198.77,618,83.01,4.24,10.7,0,1
413770.28,215551.49,757,70.42,22.94,10.9,1,1
460766.76,40008.29,540,92.26,3.97,5.6,0,1
1272317.13,86208.01,492,86.45,13.52,2.9,0,1
2110591.15,610499.27,758,84.99,55.35,9.5,0,1
973044.11,284335.64,632,91.73,29.86,6.1,0,1
425724.44,114713.53,615,88.41,22.77,12.0,0,1
893912.45,206789.27,639,68.67,16.63,11.2,2,0
3129811.15,220086.88,668,99.19,25.18,2.0,0,1
775647.69,328796.81,602,75.94,30.22,5.5,1,0
1753465.22,481103.85,695,81.06,57.86,14.9,0,1
467802.92,166015.09,563,80.57,58.84,7.1,0,0
711228.03,59922.95,622,90.74,53.14,3.6,0,1
1057839.44,171598.42,450,70.28,22.84,10.0,2,0
925784.7,221906.17,755,94.83,39.0,17.6,0,1
460545.43,45501.65,634,56.21,30.1,25.5,0,1
448780.65,160046.34,710,84.27,18.06,12.0,0,1
1319773.44,305490.48,692,87.99,32.09,6.6,0,1
1490959.59,355725.42,699,88.6,37.68,4.7,1,1
1807194.38,723205.66,649,80.85,11.41,4.8,1,0
2152968.81,165906.63,684,84.39,49.61,10.1,0,1
790777.3,114009.91,563,77.45,34.89,5.7,1,0
605179.54,48554.08,544,88.12,33.98,2.1,0,1
1640636.06,897831.96,640,91.23,51.06,19.7,0,1
1118883.16,514659.45,588,85.68,49.99,3.7,0,0
404548.47,25773.07,778,79.39,46.58,7.5,1,1
392314.31,162643.63,683,69.95,38.57,5.0,1,0
979853.28,505877.94,585,76.7,80.91,11.8,1,0
655815.78,278062.91,625,95.14,38.76,5.1,0,1
717940.54,209691.89,661,91.23,52.28,4.1,0,0
1388202.11,195563.29,643,97.19,44.59,5.0,0,1
1150172.27,289123.82,674,91.99,60.65,12.1,2,0
1619979.33,573527.0,656,75.01,3.69,8.6,0,1
228908.66,56321.75,524,82.2,22.11,14.8,0,0
849190.44,147095.62,456,80.31,2.49,3.3,0,0
1106611.4,348262.28,616,83.65,46.55,9.4,1,0
291865.54,43014.23,700,74.49,33.19,16.2,0,1
492407.85,22790.35,617,98.63,2.23,8.2,1,1
440519.02,38616.17,761,93.7,44.01,16.5,1,1
738974.65,168504.43,645,91.28,19.83,4.0,1,1
1937119.01,440538.8,772,80.38,10.11,16.8,3,1
2454794.58,336760.27,753,70.68,79.75,7.0,0,1
447498.05,174951.67,744,88.04,8.23,10.7,0,1
1000423.88,157004.05,541,89.34,50.78,8.7,0,0
1019964.84,105199.98,651,70.6,24.74,2.9,0,1
920410.88,77673.7,760,73.42,1.57,2.7,1,1
926702.42,118516.81,674,81.81,32.75,1.3,1,1
875233.08,103743.27,699,81.8,53.55,3.4,0,1
2007783.78,317765.35,525,82.26,37.23,7.1,1,0
1413359.3,240448.54,822,82.1,19.07,15.4,0,1
386121.61,114902.95,578,73.22,11.82,6.3,0,0
1175768.63,350317.22,470,66.93,20.45,4.0,0,0
1245968.91,225453.5,618,62.41,3.48,16.6,0,0
881147.55,201442.76,429,75.89,48.14,21.9,0,0
1438130.58,413190.42,552,82.03,28.06,8.8,0,0
816550.81,227365.93,880,92.92,25.22,13.0,0,1
822645.49,92733.81,615,80.8,77.48,1.2,1,0
784454.87,397198.02,521,94.23,34.76,8.4,0,0
217304.21,116547.73,652,94.68,69.02,4.8,0,0
695065.22,182916.65,569,92.59,47.22,6.0,0,0
488477.97,57870.71,727,48.66,66.33,5.8,0,0
357943.78,56545.09,569,92.39,30.93,10.1,0,1
1724436.64,157226.61,674,82.12,27.17,10.2,0,0
987097.91,235970.71,546,91.76,4.99,9.7,0,0
716476.95,76697.89,883,65.05,20.9,8.5,0,1
519757.68,138355.79,695,96.61,3.53,16.2,0,1
871265.26,411834.43,636,62.09,10.96,2.5,0,1
1322271.51,604456.0,623,93.19,29.89,16.6,0,0
444106.86,22539.12,600,68.04,6.06,7.9,1,1
727306.29,292338.57,581,77.08,30.53,5.5,0,0
1227929.41,150782.42,579,84.43,17.61,7.0,0,1
228296.23,78877.42,801,89.36,51.84,1.7,0,1
704651.15,68779.65,600,84.19,11.57,12.6,0,1
563783.27,32626.77,458,81.33,37.84,24.6,0,0
673135.61,150961.22,545,95.24,43.74,9.2,0,0
539837.19,94391.3,733,87.56,35.9,6.2,1,1
792204.44,48061.57,627,62.62,60.56,2.5,0,0
2313278.48,214435.07,637,79.65,38.48,11.3,0,0
600577.23,60704.33,755,84.66,56.1,6.9,0,1
868937.61,268354.03,580,85.1,33.72,18.0,1,1
2414125.94,72603.24,706,94.37,21.41,19.6,0,1
524389.84,86404.87,589,88.29,41.56,2.3,1,0
2166893.67,694270.62,701,71.54,29.14,7.1,1,0
731749.71,67447.34,614,71.04,15.62,5.2,0,1
2124692.69,120816.69,628,57.91,59.12,11.7,0,0
1144090.64,548267.94,723,89.26,30.84,6.6,1,1
877002.41,224125.24,717,84.02,16.57,6.6,0,0
701251.3,115192.22,635,77.5,49.73,6.2,0,1
501608.46,87600.94,607,82.69,55.01,8.4,1,0
763352.3,30881.61,793,49.34,44.07,10.7,1,0
1249703.49,167605.45,703,52.56,45.83,5.3,1,0
723700.67,74127.54,614,90.86,29.44,23.8,0,1
603213.4,157263.11,591,99.46,63.83,15.3,0,1
627519.79,193854.19,742,79.75,31.47,8.5,0,1
1323097.28,372615.41,660,79.07,28.72,2.1,4,0
1521332.07,412821.09,635,94.79,28.64,4.9,1,1
488800.49,252841.57,660,75.71,14.35,10.0,0,0
488379.13,264870.2,680,72.67,16.46,4.6,0,1
915856.85,304280.81,644,91.29,42.54,14.6,1,1
1823957.66,142858.2,758,87.84,38.1,7.0,3,1
1450754.3,341495.6,763,85.12,21.19,9.7,0,1
344169.2,80289.57,697,85.28,54.97,5.7,0,1
622534.56,65647.68,773,82.92,13.2,11.1,0,1
417332.22,104258.89,650,78.66,32.04,14.1,3,0
621252.26,76573.89,712,77.16,26.74,13.3,0,1
1910061.5,160355.34,740,63.73,25.99,15.3,0,1
310655.42,43359.95,741,73.52,58.98,8.4,0,0
276144.85,100741.52,732,82.66,36.58,14.9,0,1
443683.84,218081.04,706,83.23,44.7,13.4,1,1
866646.43,89792.71,826,92.06,57.09,2.2,0,1
1058594.76,514342.21,601,96.71,83.53,9.8,0,0
948340.66,212231.63,636,84.8,10.18,6.0,0,1
1476834.11,265349.01,630,71.02,4.68,15.5,0,1
253254.11,47017.18,616,61.85,44.45,15.9,2,0
1488086.94,174203.87,471,73.7,13.9,14.3,1,0
604854.26,182125.7,773,82.34,40.91,11.1,2,1
1131321.06,428328.07,557,80.4,31.11,5.3,0,0
329702.08,70453.05,665,64.09,24.62,6.1,0,0
731588.9,117890.71,522,83.29,26.74,6.0,1,0
840508.6,175595.06,705,84.03,19.67,4.5,0,1
1459275.48,537237.2,579,95.22,72.08,8.2,0,0
281770.23,33869.78,547,85.77,24.2,8.6,0,0
743000.15,226760.68,667,63.52,11.07,27.6,1,0
380354.44,89768.72,586,84.83,41.13,2.3,0,0
987861.34,319778.85,598,95.41,4.02,13.0,0,1
1162786.6,144110.02,665,95.16,36.93,3.4,0,1
1578999.77,572279.92,721,72.06,12.51,6.2,0,1
529126.24,32065.71,576,90.43,51.52,8.4,0,1
1272298.79,607141.46,560,87.38,28.92,5.5,0,0
1650420.98,613480.26,652,77.74,9.3,7.6,0,0
272134.53,30586.67,698,89.26,44.6,2.4,0,1
1053266.61,72248.7,781,89.69,48.77,6.8,0,1
1296406.48,264941.38,553,81.01,34.77,14.3,0,0
624535.95,183774.05,621,75.91,43.41,30.0,1,1
352757.4,120339.97,755,91.02,26.83,13.4,0,1
1284363.03,346452.7,827,75.06,70.49,6.5,1,1
355149.71,77009.81,560,62.0,88.46,15.3,0,0
655392.22,87339.42,583,77.46,51.14,14.2,0,1
712065.77,185028.47,684,91.68,33.62,8.4,0,1
1120541.75,268002.24,598,75.03,8.56,4.4,0,1
500829.53,52865.84,581,71.96,0.82,14.8,0,1
483714.33,55542.03,672,68.18,4.53,6.7,0,1
774017.13,232586.2,789,86.8,36.45,3.0,1,0
1334189.15,548262.4,532,94.3,45.73,13.0,0,0
2877608.14,159250.78,784,85.74,26.37,3.8,1,1
295230.38,35094.58,598,77.57,59.75,5.9,0,0
881345.69,47717.4,681,89.08,12.41,21.3,0,1
380057.94,129703.74,793,72.6,20.01,6.1,1,1
1344169.28,262135.14,679,90.03,38.82,4.7,0,1
415348.53,105735.14,623,68.91,19.98,2.7,1,0
486606.5,152194.32,714,77.46,45.77,6.6,1,1
512183.11,104483.02,634,57.63,19.6,10.2,2,0
696818.77,28522.61,696,80.5,27.24,6.9,0,1
885509.58,177689.7,631,85.66,23.49,13.8,1,1
975027.38,333981.09,727,78.05,12.43,3.4,0,1
726896.57,32509.6,524,88.7,21.95,5.6,0,0
328425.53,55577.72,558,75.51,35.87,10.5,0,1
1128806.78,104057.43,523,53.33,29.44,10.0,0,0
706603.38,210358.51,644,96.92,19.3,5.7,1,1
1464524.06,518533.36,512,73.49,38.13,3.4,0,0
477040.53,87261.63,587,77.8,34.51,13.8,0,0
278907.42,59552.46,550,85.47,39.84,4.5,0,0
714675.88,165031.1,783,51.52,31.67,5.8,2,0
1587342.22,627124.28,560,89.52,40.64,11.6,1,1
803365.68,109531.74,534,93.05,34.98,4.3,0,1
647062.47,302613.09,672,67.63,22.54,10.6,1,0
432696.48,25463.71,801,73.98,53.56,21.7,2,0
2094153.31,770553.48,639,82.49,35.29,4.4,0,0
393264.8,28584.07,646,85.44,24.23,9.5,0,0
472013.77,174886.07,766,83.72,80.36,14.9,0,0
1026864.47,214254.12,729,78.68,20.32,5.3,0,1
239518.89,50802.04,688,75.76,72.04,3.4,0,0
1567126.74,353604.81,597,84.06,16.67,8.3,6,0
1060780.87,269470.03,691,80.26,26.93,11.2,0,1
1251106.16,129002.99,527,30.86,25.92,5.7,0,0
1019548.26,108891.81,593,88.42,18.18,9.3,0,0
662201.98,210622.89,778,74.64,36.1,10.2,0,1
385428.42,133324.93,767,98.79,23.54,6.2,1,1
670617.85,190174.08,689,79.13,27.28,1.6,1,1
406304.52,42222.31,476,76.44,35.73,3.6,0,0
976464.02,321883.38,541,88.56,86.57,11.1,1,0
1183596.09,278632.84,588,91.36,7.53,7.0,0,1
1769283.43,450067.44,634,86.45,14.21,3.3,0,1
911694.82,95089.34,537,89.56,14.31,7.0,0,1
1270276.58,427479.8,627,85.06,42.79,4.7,1,0
610304.42,88783.73,809,75.51,28.51,10.4,0,1
547454.0,81023.28,686,91.67,42.08,9.6,2,1
969177.58,100319.72,669,68.93,12.72,5.7,1,1
578455.14,113763.98,558,95.46,31.55,3.3,0,1
857272.81,46008.46,502,49.7,48.83,5.4,0,0
385881.14,97104.38,539,84.95,15.62,9.7,0,0
429777.71,46044.98,498,89.1,70.63,3.4,0,0
1067943.7,146106.62,656,86.67,12.92,6.4,1,1
1241727.42,394879.72,684,95.68,50.61,3.4,1,0
403772.27,30736.39,563,95.69,23.29,7.9,0,1
1090741.81,214129.32,663,91.55,50.12,12.8,1,1
529854.96,161438.28,782,92.61,21.42,5.3,1,0
736675.74,150186.31,826,93.76,29.95,10.4,0,1
1706861.14,407069.88,719,96.37,39.98,14.2,0,1
1184098.57,339774.68,634,70.31,20.95,4.6,0,0
1175875.1,196896.15,716,86.5,10.93,8.3,0,1
2292776.79,192861.57,771,75.73,12.74,8.2,0,1
478146.47,176394.53,469,69.43,3.54,2.4,1,0
403719.26,148612.68,783,69.69,23.28,12.8,2,1
472941.34,99995.5,600,94.43,36.26,17.6,0,1
626121.28,151802.36,601,79.0,19.85,7.2,1,0
200000.0,37208.93,618,95.38,31.55,9.8,0,1
644057.35,98088.53,678,83.23,61.5,8.2,0,0
526105.77,99888.35,549,80.77,6.52,4.5,0,0
1167360.6,496065.16,624,94.05,43.93,10.7,0,0
901172.19,232373.22,697,94.95,19.7,4.5,1,1
508683.87,40429.89,669,69.33,14.36,9.0,0,1
1039215.34,354564.59,684,83.01,30.4,17.1,0,1
1125747.52,159815.52,620,82.18,52.57,30.0,0,1
459949.75,115407.65,712,75.58,37.77,5.9,0,0
542631.35,95985.46,745,82.43,9.26,13.3,0,1
200000.0,60833.81,739,61.68,31.02,11.3,0,1
379118.47,78396.45,688,51.21,30.06,15.3,0,0
467202.59,115509.32,734,73.27,44.16,10.0,1,1
762608.22,56522.42,728,82.72,51.64,13.1,0,1
413647.89,101107.76,890,86.9,19.16,9.2,0,1
536021.1,190978.76,759,69.45,37.16,3.0,3,0
349689.74,65804.02,642,81.35,26.44,5.2,0,1
808283.66,160688.9,567,87.77,26.69,19.6,0,1
941687.5,374137.98,626,81.79,16.4,9.2,0,0
928586.86,270077.47,620,80.76,40.38,11.5,0,1
734846.33,141468.65,696,60.5,14.02,2.8,1,1
289339.55,39027.36,586,65.66,16.09,9.9,0,1
502840.25,168799.63,757,74.99,56.14,14.9,0,1
571269.29,1370.61,524,61.94,43.6,9.5,1,0
572645.89,282000.92,503,63.83,36.91,1.3,0,0
762981.25,226509.81,637,91.73,34.52,5.0,0,1
1715688.17,467330.34,574,97.42,48.1,7.0,1,0
1187377.59,46004.97,536,76.04,39.5,11.5,0,0
403321.52,92483.25,592,74.55,21.97,3.9,0,1
1095850.93,101262.64,581,82.08,36.46,3.2,0,0
1071083.62,92513.78,650,70.15,40.05,14.7,0,1
449710.59,154057.53,594,77.18,32.38,1.7,0,0
1213864.41,169424.83,601,86.58,12.8,15.5,0,1
662498.8,118854.39,649,85.23,39.48,5.7,0,1
313021.73,37211.82,741,59.74,54.04,13.4,0,0
958496.93,16186.22,782,52.38,26.36,10.5,0,0
830827.19,322786.21,663,86.51,75.48,10.4,3,0
636279.63,196619.72,670,68.42,10.81,15.5,0,0
713207.83,268746.31,633,82.12,36.24,12.2,1,1
473803.86,213928.71,693,76.18,22.06,5.6,0,0
1051868.12,32440.37,685,65.54,40.01,16.1,2,1
710645.95,161561.98,769,82.77,18.72,6.9,0,1
806024.41,116605.26,480,91.58,39.55,23.6,0,0
903729.31,278518.48,628,97.95,55.36,21.4,1,1
364852.57,82489.13,680,85.54,22.28,8.5,0,1
426526.67,154780.32,647,69.22,45.96,2.5,0,0
200000.0,29236.29,565,94.04,9.13,6.4,0,1
1023609.18,298458.38,533,88.65,27.12,4.4,0,0
352453.5,60428.34,722,87.16,12.94,7.3,1,1
789805.37,197346.91,581,79.57,38.94,12.0,0,0
911268.56,265887.92,492,95.02,18.92,8.2,0,0
1046970.91,23371.87,727,73.15,61.7,13.4,0,1
354190.38,41255.13,691,71.83,19.76,9.0,0,1
701448.69,123225.58,639,86.24,35.68,13.1,0,0
